"X","Unnamed..0","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
600,"IGF1_IGF1R","IGF1_IGF1R","IGF","IGF1","IGF1R","","IGF antagonist","","","PMID: 14604834","Secreted Signaling","IGF1 - IGF1R","False","IGF1","Insulin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Direct protein sequencing, Alternative splicing, Deafness, 3D-structure","growth factor","False","IGF1R","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Isopeptide bond, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","InsR;Kinase","","","True","CellChatDB v1"
601,"IGF2_IGF1R","IGF2_IGF1R","IGF","IGF2","IGF1R","","IGF antagonist","","","PMID: 14604834","Secreted Signaling","IGF2 - IGF1R","False","IGF2","Insulin","Secreted","Disulfide bond, Secreted, Growth factor, Alternative splicing, Hormone, Glycoprotein, Disease variant, Signal, Reference proteome, Glucose metabolism, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Dwarfism, Carbohydrate metabolism","growth factor;hormone","False","IGF1R","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Isopeptide bond, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","InsR;Kinase","","","True","CellChatDB v1"
602,"IGF2_IGF2R","IGF2_IGF2R","IGF","IGF2","IGF2R","","IGF antagonist","","","PMID: 14604834","Secreted Signaling","IGF2 - IGF2R","False","IGF2","Insulin","Secreted","Disulfide bond, Secreted, Growth factor, Alternative splicing, Hormone, Glycoprotein, Disease variant, Signal, Reference proteome, Glucose metabolism, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Dwarfism, Carbohydrate metabolism","growth factor;hormone","False","IGF2R","MRL1/IGF2R","Endosome membrane, Golgi apparatus membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Methylation, Glycoprotein, Signal, Reference proteome, Lipoprotein, Transmembrane helix, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, 3D-structure, Palmitate, Endosome, Acetylation, Repeat","Unclassified","Unclassified","","","True","CellChatDB v1"
603,"IGF1_ITGAV_ITGB3","IGF1_ITGAV_ITGB3","IGF","IGF1","ITGAV_ITGB3","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","IGF1 - (ITGAV+ITGB3)","True","IGF1","Insulin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Direct protein sequencing, Alternative splicing, Deafness, 3D-structure","growth factor","False","ITGAV, ITGB3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
604,"IGF1_ITGA6_ITGB4","IGF1_ITGA6_ITGB4","IGF","IGF1","ITGA6_ITGB4","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","IGF1 - (ITGA6+ITGB4)","False","IGF1","Insulin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Direct protein sequencing, Alternative splicing, Deafness, 3D-structure","growth factor","False","ITGA6, ITGB4","Integrin alpha chain, Integrin beta chain","Cell membrane, Hemidesmosome, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, Epidermolysis bullosa, 3D-structure, Palmitate, Cell adhesion, Repeat, Disease variant, Cell junction","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
605,"IGF2_ITGAV_ITGB3","IGF2_ITGAV_ITGB3","IGF","IGF2","ITGAV_ITGB3","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","IGF2 - (ITGAV+ITGB3)","True","IGF2","Insulin","Secreted","Disulfide bond, Secreted, Growth factor, Alternative splicing, Hormone, Glycoprotein, Disease variant, Signal, Reference proteome, Glucose metabolism, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Dwarfism, Carbohydrate metabolism","growth factor;hormone","False","ITGAV, ITGB3","Integrin alpha chain, Integrin beta chain","Focal adhesion, Cell membrane, Cell junction, Postsynaptic cell membrane, Lamellipodium membrane, Cell projection, Synapse","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, 3D-structure, Cell junction, Cell adhesion, Repeat, Cell projection, Disease variant, Phosphoprotein, Postsynaptic cell membrane, Synapse","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
606,"IGF2_ITGA6_ITGB4","IGF2_ITGA6_ITGB4","IGF","IGF2","ITGA6_ITGB4","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","IGF2 - (ITGA6+ITGB4)","False","IGF2","Insulin","Secreted","Disulfide bond, Secreted, Growth factor, Alternative splicing, Hormone, Glycoprotein, Disease variant, Signal, Reference proteome, Glucose metabolism, Mitogen, Direct protein sequencing, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Dwarfism, Carbohydrate metabolism","growth factor;hormone","False","ITGA6, ITGB4","Integrin alpha chain, Integrin beta chain","Cell membrane, Hemidesmosome, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, Epidermolysis bullosa, 3D-structure, Palmitate, Cell adhesion, Repeat, Disease variant, Cell junction","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
607,"IGFL3_IGFLR1","IGFL3_IGFLR1","IGF","IGFL3","IGFLR1","","IGF antagonist","","","PMID: 21454693","Secreted Signaling","IGFL3 - IGFLR1","False","IGFL3","IGFL","Secreted","Secreted, Signal, Reference proteome, Direct protein sequencing","growth factor","False","IGFLR1","","Cell membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, Alternative splicing","Unclassified","Unclassified","","","True","CellChatDB v1"
608,"INS_INSSR","INS_INSSR","INSULIN","INS","INSR","INSULIN agonist","","","INSULIN inhibition receptor","KEGG: hsa04911; PMID: 24633815","Secreted Signaling","INS - INSSR","False","INS","Insulin","Secreted","Disease variant, Signal, Reference proteome, Glucose metabolism, Pharmaceutical, Disulfide bond, Diabetes mellitus, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Carbohydrate metabolism","hormone","False","INSR","Protein kinase superfamily, Tyr protein kinase","Cell membrane, Lysosome, Late endosome","Membrane, Disulfide bond, Diabetes mellitus, Kinase, Transmembrane, ATP-binding, Receptor, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Lysosome, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Nucleotide-binding, Endosome, Carbohydrate metabolism, Repeat","Receptors","InsR;Kinase","Tyrosine Kinase","","True","CellChatDB v1"
609,"APLN_APLNR","APLN_APLNR","APELIN","APLN","APLNR","","","","","KEGG: hsa04371","Secreted Signaling","APLN - APLNR","False","APLN","Apelin","Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Host-virus interaction, Secreted, Hormone, Cleavage on pair of basic residues, Angiogenesis, Gastrulation","hormone","False","APLNR","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Developmental protein, Reference proteome, Host-virus interaction, Cell membrane, Transmembrane helix, Transmembrane, Receptor, Angiogenesis, G-protein coupled receptor, 3D-structure, Gastrulation, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v1"
610,"DHH_PTCH1","DHH_PTCH1","HH","DHH","PTCH1_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","DHH - PTCH1","False","DHH","Hedgehog","Secreted, Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane","Membrane, Secreted, Protease, Transferase, Endoplasmic reticulum, Disease variant, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH1, SMO","Patched, G-protein coupled receptor Fz/Smo","Cell membrane, Membrane, Cell projection, Cilium","Disease variant, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Tumor suppressor, Receptor, Alternative splicing, Isopeptide bond, 3D-structure, Holoprosencephaly, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor","Receptors","Other_receptors;Patched, Frizzled;GPCR","","","False","CellChatDB v1"
611,"IHH_PTCH1","IHH_PTCH1","HH","IHH","PTCH1_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","IHH - PTCH1","False","IHH","Hedgehog","Cell membrane","Membrane, Secreted, Protease, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH1, SMO","Patched, G-protein coupled receptor Fz/Smo","Cell membrane, Membrane, Cell projection, Cilium","Disease variant, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Tumor suppressor, Receptor, Alternative splicing, Isopeptide bond, 3D-structure, Holoprosencephaly, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor","Receptors","Other_receptors;Patched, Frizzled;GPCR","","","False","CellChatDB v1"
612,"SHH_PTCH1","SHH_PTCH1","HH","SHH","PTCH1_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","SHH - PTCH1","False","SHH","Hedgehog","Golgi apparatus membrane, Secreted, Endoplasmic reticulum membrane","Membrane, Secreted, Protease, Holoprosencephaly, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Microphthalmia, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Direct protein sequencing, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH1, SMO","Patched, G-protein coupled receptor Fz/Smo","Cell membrane, Membrane, Cell projection, Cilium","Disease variant, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Tumor suppressor, Receptor, Alternative splicing, Isopeptide bond, 3D-structure, Holoprosencephaly, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor","Receptors","Other_receptors;Patched, Frizzled;GPCR","","","False","CellChatDB v1"
613,"DHH_PTCH2","DHH_PTCH2","HH","DHH","PTCH2_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","DHH - PTCH2","False","DHH","Hedgehog","Secreted, Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane","Membrane, Secreted, Protease, Transferase, Endoplasmic reticulum, Disease variant, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH2, SMO","Patched, G-protein coupled receptor Fz/Smo","Membrane, Cell projection, Cilium","Disease variant, Membrane, Reference proteome, Transmembrane helix, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor, 3D-structure","Receptors","Frizzled;GPCR","","","False","CellChatDB v1"
614,"IHH_PTCH2","IHH_PTCH2","HH","IHH","PTCH2_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","IHH - PTCH2","False","IHH","Hedgehog","Cell membrane","Membrane, Secreted, Protease, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH2, SMO","Patched, G-protein coupled receptor Fz/Smo","Membrane, Cell projection, Cilium","Disease variant, Membrane, Reference proteome, Transmembrane helix, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor, 3D-structure","Receptors","Frizzled;GPCR","","","False","CellChatDB v1"
615,"SHH_PTCH2","SHH_PTCH2","HH","SHH","PTCH2_SMO","","","HH activation receptor","HH inhibition receptor","KEGG: hsa04340; PMID: 25701396","Secreted Signaling","SHH - PTCH2","False","SHH","Hedgehog","Golgi apparatus membrane, Secreted, Endoplasmic reticulum membrane","Membrane, Secreted, Protease, Holoprosencephaly, Transferase, Endoplasmic reticulum, Glycoprotein, Disease variant, Microphthalmia, Developmental protein, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, Cell membrane, Signal, Direct protein sequencing, Calcium, Golgi apparatus, Zinc, 3D-structure, Palmitate, Autocatalytic cleavage","secreted","True","PTCH2, SMO","Patched, G-protein coupled receptor Fz/Smo","Membrane, Cell projection, Cilium","Disease variant, Membrane, Reference proteome, Transmembrane helix, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Disulfide bond, G-protein coupled receptor, 3D-structure","Receptors","Frizzled;GPCR","","","False","CellChatDB v1"
616,"CCL5_CCR1","CCL5_CCR1","CCL","CCL5","CCR1","","","","","KEGG: hsa04060","Secreted Signaling","CCL5 - CCR1","False","CCL5","Intercrine beta (chemokine CC)","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Oxidation, Chemotaxis, 3D-structure, Inflammatory response, Cytokine, Glycoprotein","cytokine","False","CCR1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v1"
617,"CCL3_CCR1","CCL3_CCR1","CCL","CCL3","CCR1","","","","","KEGG: hsa04060","Secreted Signaling","CCL3 - CCR1","False","CCL3","Intercrine beta (chemokine CC)","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Chemotaxis, 3D-structure, Inflammatory response, Cytokine","cytokine","False","CCR1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v1"
618,"CCL3L1_CCR1","CCL3L1_CCR1","CCL","CCL3L1","CCR1","","","","","KEGG: hsa04060","Secreted Signaling","CCL3L1 - CCR1","False","CCL3L1","Intercrine beta (chemokine CC)","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Chemotaxis, 3D-structure, Inflammatory response, Cytokine","cytokine","False","CCR1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v1"
